[2025-06-30 14:52:24] Person detected - ID: 3e6476f7, Confidence: 0.89
[2025-06-30 14:52:24] Person detected - ID: cffdac5b, Confidence: 0.26
[2025-06-30 14:52:25] Person detected - ID: 3e6476f7, Confidence: 0.88
[2025-06-30 14:52:25] Person detected - ID: cffdac5b, Confidence: 0.58
[2025-06-30 14:52:25] Person detected - ID: 3e6476f7, Confidence: 0.90
[2025-06-30 14:52:25] Person detected - ID: cffdac5b, Confidence: 0.57
[2025-06-30 14:52:26] Person detected - ID: 3e6476f7, Confidence: 0.89
[2025-06-30 14:52:26] Person detected - ID: cffdac5b, Confidence: 0.58
[2025-06-30 14:52:26] Person detected - ID: 3e6476f7, Confidence: 0.90
[2025-06-30 14:52:26] Person detected - ID: cffdac5b, Confidence: 0.58
[2025-06-30 14:52:26] Person detected - ID: 3e6476f7, Confidence: 0.86
[2025-06-30 14:52:26] Person detected - ID: cffdac5b, Confidence: 0.54
[2025-06-30 14:52:27] Person detected - ID: abf4da08, Confidence: 0.85
[2025-06-30 14:52:27] Person detected - ID: 517d17ee, Confidence: 0.27
[2025-06-30 14:52:27] Person detected - ID: abf4da08, Confidence: 0.67
[2025-06-30 14:52:28] Person detected - ID: 6d4ddcc1, Confidence: 0.68
[2025-06-30 14:52:28] Person detected - ID: 3e6476f7, Confidence: 0.91
[2025-06-30 14:52:29] Person detected - ID: 3e6476f7, Confidence: 0.64
[2025-06-30 14:52:29] Person detected - ID: cffdac5b, Confidence: 0.51
[2025-06-30 14:52:29] Person detected - ID: 228a7ac2, Confidence: 0.41
[2025-06-30 14:52:29] Person detected - ID: 6d4ddcc1, Confidence: 0.92
[2025-06-30 14:52:29] Person detected - ID: 8f0393d3, Confidence: 0.82
[2025-06-30 14:52:30] Person detected - ID: 8f0393d3, Confidence: 0.79
[2025-06-30 14:52:30] Person detected - ID: 8f0393d3, Confidence: 0.90
[2025-06-30 14:52:31] Person detected - ID: 8f0393d3, Confidence: 0.55
[2025-06-30 14:52:31] Person detected - ID: 6d4ddcc1, Confidence: 0.51
[2025-06-30 14:52:31] Person detected - ID: 3e6476f7, Confidence: 0.83
[2025-06-30 14:52:31] Person detected - ID: 6d4ddcc1, Confidence: 0.50
[2025-06-30 14:52:31] Person detected - ID: 1e6959ca, Confidence: 0.49
[2025-06-30 14:52:32] Person detected - ID: 3e6476f7, Confidence: 0.79
[2025-06-30 14:52:32] Person detected - ID: 6d4ddcc1, Confidence: 0.33
[2025-06-30 14:52:32] Person detected - ID: 3e6476f7, Confidence: 0.76
[2025-06-30 14:52:32] Person detected - ID: 6d4ddcc1, Confidence: 0.35
[2025-06-30 14:52:32] Person detected - ID: 6d4ddcc1, Confidence: 0.89
[2025-06-30 14:52:33] Person detected - ID: 3e6476f7, Confidence: 0.90
[2025-06-30 14:52:33] Person detected - ID: 6d4ddcc1, Confidence: 0.71
[2025-06-30 14:52:33] Person detected - ID: 3e6476f7, Confidence: 0.55
[2025-06-30 14:52:34] Person detected - ID: 6d4ddcc1, Confidence: 0.81
[2025-06-30 14:52:34] Person detected - ID: 3e6476f7, Confidence: 0.28
[2025-06-30 14:52:34] Person detected - ID: 3e6476f7, Confidence: 0.89
[2025-06-30 14:52:34] Person detected - ID: 3e6476f7, Confidence: 0.76
[2025-06-30 14:52:34] Person detected - ID: 6d4ddcc1, Confidence: 0.33
[2025-06-30 14:52:35] Person detected - ID: 3e6476f7, Confidence: 0.75
[2025-06-30 14:52:35] Person detected - ID: 6d4ddcc1, Confidence: 0.33
[2025-06-30 14:52:35] Person detected - ID: 6d4ddcc1, Confidence: 0.77
[2025-06-30 14:52:35] Person detected - ID: 3e6476f7, Confidence: 0.35
[2025-06-30 14:52:36] Person detected - ID: 3e6476f7, Confidence: 0.64
[2025-06-30 14:52:36] Person detected - ID: 6d4ddcc1, Confidence: 0.53
[2025-06-30 14:52:36] Person detected - ID: 3e6476f7, Confidence: 0.80
[2025-06-30 14:52:36] Person detected - ID: 6d4ddcc1, Confidence: 0.28
[2025-06-30 14:52:37] Person detected - ID: 3e6476f7, Confidence: 0.79
[2025-06-30 14:52:37] Person detected - ID: 6d4ddcc1, Confidence: 0.33
[2025-06-30 14:52:37] Person detected - ID: 3e6476f7, Confidence: 0.77
[2025-06-30 14:52:37] Person detected - ID: 6d4ddcc1, Confidence: 0.31
[2025-06-30 14:52:37] Person detected - ID: 3e6476f7, Confidence: 0.68
[2025-06-30 14:52:37] Person detected - ID: 6d4ddcc1, Confidence: 0.37
[2025-06-30 14:52:38] Person detected - ID: 3e6476f7, Confidence: 0.75
[2025-06-30 14:52:38] Person detected - ID: 6d4ddcc1, Confidence: 0.30
[2025-06-30 14:52:38] Person detected - ID: 3e6476f7, Confidence: 0.84
[2025-06-30 14:52:39] Person detected - ID: 3e6476f7, Confidence: 0.84
[2025-06-30 14:52:39] Person detected - ID: 3e6476f7, Confidence: 0.85
[2025-06-30 14:52:40] Person detected - ID: 3e6476f7, Confidence: 0.79
[2025-06-30 14:52:40] Person detected - ID: cffdac5b, Confidence: 0.27
[2025-06-30 14:52:40] Person detected - ID: 3e6476f7, Confidence: 0.90
[2025-06-30 14:52:40] Person detected - ID: cffdac5b, Confidence: 0.61
[2025-06-30 14:52:40] Person detected - ID: 3e6476f7, Confidence: 0.89
[2025-06-30 14:52:40] Person detected - ID: cffdac5b, Confidence: 0.43
[2025-06-30 14:52:41] Person detected - ID: 3e6476f7, Confidence: 0.91
[2025-06-30 14:52:41] Person detected - ID: cffdac5b, Confidence: 0.41
[2025-06-30 14:52:41] Person detected - ID: 3e6476f7, Confidence: 0.91
[2025-06-30 14:52:41] Person detected - ID: cffdac5b, Confidence: 0.37
[2025-06-30 14:52:42] Person detected - ID: 3e6476f7, Confidence: 0.91
[2025-06-30 14:52:42] Person detected - ID: cffdac5b, Confidence: 0.40
[2025-06-30 14:52:42] Person detected - ID: 3e6476f7, Confidence: 0.84
[2025-06-30 14:52:42] Person detected - ID: cffdac5b, Confidence: 0.38
[2025-06-30 14:52:43] Person detected - ID: 3e6476f7, Confidence: 0.90
[2025-06-30 14:52:43] Person detected - ID: cffdac5b, Confidence: 0.39
[2025-06-30 14:52:43] Person detected - ID: 3e6476f7, Confidence: 0.89
[2025-06-30 14:52:43] Person detected - ID: cffdac5b, Confidence: 0.40
[2025-06-30 14:52:43] Person detected - ID: 3e6476f7, Confidence: 0.91
[2025-06-30 14:52:43] Person detected - ID: cffdac5b, Confidence: 0.50
[2025-06-30 14:52:44] Person detected - ID: 3e6476f7, Confidence: 0.91
